split,seed,architecture,score_source,decision,budget,flight_label,n_events,detected_events,event_onset_recall,false_alarm_events,normal_hours,false_alarms_per_hour,avg_detection_time_s,max_detection_time_s
split_02,2,usad,usad_rankpct,threshold,critical,mechanical_fault,43,3,0.06976744186046512,16,1.299568493888889,12.311778929112739,14.980549999999985,24.001688
split_02,2,usad,usad_rankpct,threshold,critical,normal,0,0,,117,28.125436730277777,4.159935403742421,,
split_02,2,usad,usad_rankpct,k_of_n,critical,altitude_anomaly,114,0,0.0,4,1.4421181852777778,2.7736977737573763,,
split_02,2,usad,usad_rankpct,k_of_n,critical,external_position_anomaly,185,55,0.2972972972972973,87,2.7663557002777774,31.44931795692943,9.832671472727274,63.961658
split_02,2,usad,usad_rankpct,k_of_n,critical,global_position_anomaly,51,2,0.0392156862745098,5,0.6878973927777778,7.268525876816671,35.103055499999996,44.090149
split_02,2,usad,usad_rankpct,k_of_n,critical,mechanical_fault,43,2,0.046511627906976744,13,1.299568493888889,10.0033203799041,10.976634499999975,19.004676999999987
split_02,2,usad,usad_rankpct,k_of_n,critical,normal,0,0,,83,28.125436730277777,2.9510652864155635,,
split_02,2,usad,usad_rankpct,cusum,critical,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_02,2,usad,usad_rankpct,cusum,critical,external_position_anomaly,185,28,0.15135135135135136,33,2.7663557002777774,11.929051638835302,28.533190250000008,92.85954500000003
split_02,2,usad,usad_rankpct,cusum,critical,global_position_anomaly,51,14,0.27450980392156865,9,0.6878973927777778,13.083346578270008,35.82789349999999,80.94071599999984
split_02,2,usad,usad_rankpct,cusum,critical,mechanical_fault,43,3,0.06976744186046512,16,1.299568493888889,12.311778929112739,15.697485,24.099545000000006
split_02,2,usad,usad_rankpct,cusum,critical,normal,0,0,,102,28.125436730277777,3.626610351980572,,
split_02,2,usad,usad_rankpct,threshold,advisory,altitude_anomaly,114,4,0.03508771929824561,27,1.4421181852777778,18.722459972862293,8.536794500000006,24.99839300000002
split_02,2,usad,usad_rankpct,threshold,advisory,external_position_anomaly,185,95,0.5135135135135135,273,2.7663557002777774,98.68579083036477,7.356486505263159,65.99316600000002
