pair,flight_count
KSLC->KSVR,1
KSLC->KTIK,1
KSDM->MMTJ,1
KSEA->KNUW,1
KSFB->KSDF,1
KSFF->KCOE,1
KSFO->KOAK,1
KSFO->KSQL,1
KSGF->KFOE,1
KSGF->KGRK,1
KSGF->KTBN,1
KSGF->SADP,1
KSGH->HECA,1
KSGJ->KDAB,1
KSGJ->KNGU,1
KSPS->KNIP,1
KSPS->KOKC,1
KSPS->KWRB,1
KSRQ->KNHK,1
KSSC->KMMT,1
KSSF->KACT,1
KSGJ->KNPA,1
KSGJ->KNUW,1
KSGJ->KSKF,1
KSGU->KNYG,1
KSHV->KGTB,1
KSJC->KRIV,1
KSJT->CYYT,1
KSKA->KEAT,1
KSKA->KSFF,1
KSKF->KRND,1
KSTL->KALN,1
KSTP->KHOP,1
KSTP->KMSP,1
KSTS->KMHR,1
KSTS->KSAC,1
KSTS->KSUU,1
KSUS->KLNK,1
KSUS->KSTL,1
KSUS->KTIK,1
KSUU->KDAY,1
KSLE->KAST,1
KSLE->KGON,1
KSLI->KCXP,1
KSLN->KLNK,1
KSNS->KMRY,1
KSPI->KGTB,1
KSUU->ROMD,1
KSVN->KART,1
KSVN->KBQK,1
KSVN->KHOP,1
KSVN->KHXD,1
KSVN->KJAN,1
KSVN->KOAJ,1
KSVR->KHIF,1
KSVR->KOGD,1
KSVR->KSLC,1
KSWF->KGTB,1
KSSF->KSAT,1
KSSF->KSKF,1
KSSI->KNRB,1
KSSI->KNUW,1
KSSI->YBBN,1
EGBJ->EGVO,1
EGBJ->KAPG,1
KTCM->KOLM,1
KTCM->KWRI,1
KTIK->KIAB,1
KTIK->KLCK,1
KTIK->KMCF,1
KTIK->KNHK,1
KTIK->KOKC,1
KTIK->KRBL,1
KTIK->KSDF,1
KTIK->KTPA,1
KSUU->KMHR,1
KSUU->KSAC,1
KSUU->NZCH,1
KSUU->RJTY,1
KSWF->KUNV,1
KSWO->KTIK,1
KSZL->KCHS,1
KTCL->KCBM,1
EGHL->EGUB,1
EGHL->EGVO,1
EGJA->LFRB,1
EGKB->LRBS,1
EGLF->EGHL,1
EGLK->EGHL,1
EGMD->EIWT,1
EGNJ->EGXC,1
EGNL->EGNV,1
EGBB->EGQS,1
EGBB->EGYM,1
EGBJ->EGOS,1
KVCT->KAUS,1
KVCT->KCLL,1
KVGT->KLAS,1
KTIK->KWRI,1
KTIW->KEAT,1
KTIX->KCOF,1
KTMB->MYGF,1
KTOI->KOZR,1
KTOP->KFOE,1
KTOP->KMCI,1
KTPA->CYTR,1
KTPA->KMCF,1
KTPA->KPIE,1
KTPA->KSBY,1
KTPL->KAMA,1
KSWF->KHPN,1
KWRB->KCOF,1
KWRB->KILG,1
KWRB->KLRF,1
KWRB->KLTS,1
KWRB->KMEM,1
KTPL->KBJC,1
KTPL->KGRK,1
KTUL->KRVS,1
KTUL->KTIK,1
KTUP->KGTR,1
KTUS->KBIF,1
KTUS->KDMA,1
KTVC->ETIH,1
KTYS->KCHA,1
KUKI->KTIK,1
KVBG->KBLV,1
KWWD->EGXH,1
KWWD->KDOV,1
KWWD->VIDP,1
KXMR->KMLB,1
KYIP->KCOS,1
KYKM->KGRK,1
KYKM->KHUA,1
KVGT->KSVN,1
KVIS->KNZY,1
KVNY->SGAS,1
KVPS->KBXM,1
KVPS->KPNS,1
KVQQ->KCRG,1
KVQQ->KECG,1
KVQQ->KNRB,1
KVQQ->YPAD,1
LDZD->LDDU,1
LDZD->LDSB,1
LDZD->LDSP,1
LEAB->LIRG,1
LEAM->LEIB,1
LECU->LETO,1
LECU->LEZL,1
LECU->LFRG,1
KWRB->KOQU,1
KWRI->KRIV,1
KWRI->KSAT,1
KWRI->KSGH,1
KWRI->KTIK,1
KWRI->KTIW,1
KWRI->OMDM,1
KWST->KMCN,1
LBSF->LTAC,1
LCRA->EGHL,1
LCRA->EGVN,1
LDZA->LDZD,1
EGBJ->LCRA,1
EGDY->EGPF,1
EGDY->EGTE,1
EGDY->EGVO,1
EGFF->EGDY,1
EGHH->EGVA,1
EGHH->EGVO,1
EDQD->EPGD,1
EDSB->ETHN,1
EDUZ->EDSB,1
EDUZ->ETIH,1
EDUZ->ETNN,1
LFBX->LFBG,1
LEGR->LEZL,1
LEGT->EDDK,1
LEGT->EGVN,1
LELC->LEMI,1
LEMD->LEGT,1
LEMD->LEST,1
LEMO->KMOB,1
LEPA->LETO,1
LERT->LEZL,1
LETO->ETSN,1
LETO->EVRA,1
LETO->LELC,1
LEVC->LEPA,1
KYKM->KSUU,1
LBSF->KTPA,1
LFLL->OMAA,1
LFLV->LFCR,1
LFLV->LGEL,1
LEVC->LETO,1
LEZG->LEGT,1
LEZG->LIED,1
LEZL->LERT,1
LEZL->LGSA,1
LFBD->LFBT,1
LFBD->LFCI,1
LFBD->LFOI,1
LFBD->LFRV,1
LFBD->LHKE,1
LFBG->LFBU,1
LFBL->CYML,1
LFBL->LFMV,1
LFMT->LFBP,1
LFMT->LFBU,1
LFOE->ETNS,1
LFOE->LFBO,1
LFCI->LFCK,1
LFCI->LFML,1
LFCK->LFBO,1
LFCK->LFCC,1
LFCK->LFCI,1
LFCY->LFMI,1
LFDN->LFBG,1
LFKF->LFKB,1
LFLC->LFBP,1
LFLC->LFKB,1
LFLC->LFLN,1
LFLC->LFRE,1
LFPN->LFBO,1
LFPN->LFOE,1
LFPN->LFPB,1
LFPN->LFRD,1
LFPO->LFRT,1
LFRB->LFRC,1
LFMD->LFRM,1
LFMI->KIAB,1
LFMI->LFNB,1
LFMI->LFTW,1
LFML->LFMI,1
LFML->LFMP,1
LFMN->LFTH,1
LFMQ->LFMD,1
LFMT->KSFF,1
LFMT->LFBD,1
LFRN->LFBT,1
LFRN->LFLO,1
LFRV->LFRE,1
LFRZ->KAVP,1
LFSB->LFRH,1
LFSB->LSZH,1
LFSB->OOMS,1
LFST->LSGG,1
LFTH->LFRB,1
LFOE->LFRZ,1
LFOH->LFPO,1
LFOT->LFCC,1
LFOT->LFRF,1
LFPB->LFPN,1
LFPG->LFPB,1
LFPG->LFSB,1
EDJA->ETHL,1
LGEL->LGAV,1
LGEL->LIRM,1
LGEL->LTAH,1
LGEL->OMAA,1
LGHI->EPKK,1
LGKF->EBAW,1
LGMK->KCLT,1
LGMK->LGEL,1
LGPZ->ETSI,1
LFRD->LFRE,1
LFRD->LFTW,1
LFRE->LFRT,1
LFRF->LFOH,1
LFRH->KPOU,1
LFRH->LFSB,1
LFTW->LFMD,1
LFTW->LFMT,1
LGBL->LGEL,1
EDVE->EDDV,1
EDVK->ETHB,1
EDVK->ETHL,1
EETN->EDDK,1
EFHK->LFBD,1
EFKI->ETIC,1
EFKT->EFVA,1
EFTP->EKRK,1
EDFZ->KWRB,1
EDHI->EDDH,1
EDHI->ETMN,1
EDHK->ETNL,1
EDHL->EKSP,1
LGSA->EGXW,1
LGTG->KISP,1
LGTG->LGTS,1
LGTL->HKNW,1
LGTL->LFSB,1
LHBP->LHTL,1
LHKE->EGUN,1
LHKE->LHBP,1
LHSN->KTIK,1
LHTL->LHSN,1
LIBA->LIBD,1
LIBP->LIMC,1
LIBP->LIRA,1
LIBP->LIRE,1
LIBR->LIBG,1
LFTW->LFLU,1
LIPA->LIEE,1
LIPC->LIPR,1
LIBR->LSMD,1
LIBV->LIBA,1
LICC->LIBP,1
LICP->LIMC,1
LICR->LIRU,1
LICZ->KGSO,1
LICZ->KNFW,1
LICZ->LIRP,1
LIDT->LIPB,1
LIED->LIEE,1
LIED->LIME,1
LIEE->LIBR,1
LILN->LIEA,1
LILN->LIMZ,1
LIPZ->LTAE,1
LIQS->LIBN,1
LIQW->LIEO,1
LIRA->LETO,1
LILN->LIRE,1
LILN->LSZB,1
LIMC->LIML,1
LIMC->LIRP,1
LIMC->LIRZ,1
LIMF->LIRE,1
LIMJ->CYTR,1
LIML->LIQW,1
LIML->LSMA,1
LIMN->LIMC,1
LIMN->LSMD,1
LIMZ->LIMA,1
LIRG->LIRA,1
LIRI->LIMC,1
LIRJ->LFLS,1
LIRL->LICA,1
LIPC->LIRE,1
LIPE->LIMC,1
LIPI->LIMA,1
LIPR->LIPC,1
LIPR->LIRE,1
LIPS->LILN,1
LIPS->LIPZ,1
LIPZ->LIMA,1
LIPZ->LIPA,1
LIPZ->LIPH,1
LIPZ->LIRE,1
LIPZ->LIRP,1
LIRS->LIRV,1
LIRU->ETAR,1
LIRU->LIPK,1
LIRU->LRBS,1
LJLJ->LDZD,1
LJLJ->LSGG,1
LJMB->LJPZ,1
LIRA->LFLU,1
LIRA->LIRE,1
LIRA->LIRV,1
LIRE->LIEE,1
LIRE->LIEO,1
LIRE->LIRI,1
LIRE->LSMD,1
LIRG->LGKF,1
LIRG->LIPX,1
LIRP->LIRE,1
EDLN->KACY,1
EDLN->KRUT,1
EDLP->ETNN,1
EDLV->EDLN,1
EDLW->ETNN,1
EDMA->ETSI,1
EDML->EDDH,1
EDMO->ETHL,1
EDDR->ETAR,1
EDDS->EDDL,1
EDDS->KTIK,1
EDDV->ETNW,1
EDDW->ETMN,1
LIRQ->LIRU,1
LIRS->LIRP,1
LOXN->LOXZ,1
LOXZ->LOAN,1
LKCS->LKNA,1
LKKB->EPWA,1
LKKB->LBWN,1
LKKB->LKPR,1
LKPD->ETSN,1
LKPR->LJLJ,1
LKTB->ETOU,1
LLBG->EGXH,1
LLBG->KTIK,1
LLBG->LGIR,1
LIRL->LIRU,1
LIRN->LIBD,1
LIRP->LICC,1
LIRP->LIQW,1
LSGG->LFRD,1
LSGG->LFRV,1
LSGG->LSME,1
LLBG->OJMS,1
LLBG->OMDW,1
LLBG->OMFJ,1
LLEK->EGSH,1
LLEK->KIWA,1
LLEK->KPSM,1
LLEK->KSFF,1
LLEK->LLBG,1
LLNV->EGXH,1
LOWL->LOXN,1
LOWW->DTTJ,1
LOWW->LOAN,1
LOWW->LOWG,1
LSMD->LSZB,1
LSME->LSMA,1
LSME->LSMP,1
LPAR->ESFR,1
LPAR->LPBR,1
LPAR->LPCO,1
LPBJ->LPCO,1
LPPT->LPBR,1
LRBO->LROP,1
LRBS->LRBV,1
LRBS->LRCL,1
LRBV->LRTM,1
LROP->KJAN,1
LROP->LBPL,1
LSGG->DABT,1
LSGG->GMTT,1
EDDH->ETMN,1
EDDK->EDDH,1
EDDK->EHEH,1
EDDK->ESCF,1
LSZB->LSME,1
LSZG->LSME,1
LSZH->LSME,1
LTAD->LTBJ,1
LTAE->DAAB,1
LSMA->EIWT,1
LSMA->ETNL,1
LSMA->LSMP,1
LSMA->LSZB,1
LSMA->LSZG,1
LSMD->LIPX,1
LSMD->LSMP,1
MMCB->MMSM,1
LSMP->LSMD,1
LSMP->LSZB,1
LSZA->LILN,1
LSZA->LIPL,1
EDFE->ETMN,1
EDFH->ETAR,1
EDFH->ETNN,1
EDFH->KCHS,1
EDFH->KMRB,1
EDFH->KPIT,1
EDFM->EPGD,1
EDFM->KDOV,1
EDFM->KDYS,1
EDDF->EDFZ,1
EDDF->EPGD,1
OERF->KAHN,1
LTAH->LROD,1
LTBA->LGAV,1
LTBA->LTAE,1
LTBJ->LTAI,1
LTFE->KTIW,1
LTFE->LGSM,1
LTFH->LTBF,1
LYTV->LYPG,1
LZIB->LKPR,1
LZIB->LTAD,1
LZKZ->LZSL,1
LZPP->LZSL,1
MGGT->KHMN,1
MGGT->MHTG,1
MKJP->KTPA,1
OMDB->GMTT,1
OMDB->OMDM,1
OMDM->LGAD,1
OMDM->OMAM,1
MMHO->KSGR,1
MMML->KHXD,1
MMMX->KIWA,1
MMMX->MMGL,1
MMSM->MMCU,1
MWCR->KBIF,1
MYBS->KPIE,1
NZCH->KRNO,1
NZTG->NFFN,1
NZWB->PHNG,1
NZWP->KRIV,1
OBBS->EGLF,1
OTBH->EGSS,1
PAAQ->PAED,1
PABI->PAFA,1
PACL->PAFB,1
PACV->PADQ,1
PADQ->KMOB,1
OJAI->OJAM,1
OJAM->LICB,1
OJAM->LLBG,1
OJKF->OTBH,1
OMAA->LSGG,1
OMAA->LTAC,1
OMAL->EGPK,1
OMAL->LSGG,1
OMAL->OMDM,1
OMAM->OMDW,1
PAED->PANC,1
PAED->PATK,1
PAED->PHIK,1
PAED->PHJR,1
PAED->RJTY,1
PAFB->PAED,1
OMDM->OMDW,1
OMDW->OMAA,1
OMDW->OOKB,1
OMNK->OMDW,1
OMSJ->OMDB,1
OMSJ->OMDM,1
OOKB->OMRK,1
OOMS->EGSS,1
OOMS->LCRA,1
OOMS->LFMP,1
EBAW->EBBE,1
PANC->KVPS,1
PANC->PAWS,1
PAWS->KTIK,1
PHIK->KDAL,1
PHIK->PHKO,1
PHIK->PHNG,1
PHIK->PHNL,1
PHIK->RJOB,1
PHIK->RJSC,1
PADQ->PABV,1
PADQ->PAED,1
PAED->KGMU,1
PAED->KOFF,1
PAED->KTIK,1
PAED->LGSA,1
PAFE->KECG,1
PAFE->PASI,1
PAMR->KHLN,1
PANC->KSKA,1
EDDK->ETNN,1
EDDK->LFBD,1
EDDL->EDDK,1
EDDL->EDLN,1
EDDM->ETSN,1
EDDN->EDHI,1
EDDN->EGVN,1
EDDN->ETSN,1
EDDR->EDFZ,1
CZBB->CYYJ,1
DGSI->EGVN,1
DTTB->DTNH,1
RJTA->RJNA,1
RJTA->RJTO,1
RJTA->RORE,1
RJTH->RJOH,1
PHIK->RODN,1
PHJR->PHJH,1
PHJR->RODN,1
PHMK->PHBK,1
PHNG->PHIK,1
PHNL->KWRI,1
RCTP->RCPO,1
RJCC->RJTT,1
RJDC->RKSO,1
RJFS->RJFU,1
PAFB->PAEI,1
PAFB->PAFA,1
RKPK->RKSO,1
RKPK->RKTH,1
RKSG->RKSO,1
RKSG->RKTN,1
RKSI->RKSS,1
RKSS->RKPK,1
RJKB->ROAH,1
RJNA->RJSN,1
RJNO->RJOH,1
RJNS->RJSN,1
RJOI->RPLB,1
RJSI->KCLT,1
RJSI->RORE,1
RJSN->RJSD,1
RJTA->CYXX,1
RJTA->RJAH,1
CYXJ->PAFB,1
RKTN->RKSG,1
ROAH->KMCN,1
ROAH->RJTA,1
ROAH->YAMB,1
RODN->KOFF,1
RODN->KWRI,1
RODN->PHIK,1
RODN->RJOI,1
RJTO->RODN,1
RJTT->RJCC,1
RJTT->RJTA,1
RJTY->LDZA,1
RJTY->RJOS,1
RJTY->RJTA,1
RJTY->RODN,1
RKSW->RKTI,1
EBBR->LEGT,1
EBFN->EBBR,1
EBLG->EBBE,1
EBLG->EBBR,1
EBLG->LZKZ,1
EDDB->EDDH,1
EDDB->EDDM,1
EDDB->ETND,1
EDDB->ETSI,1
EDDC->EDHI,1
CYTR->KMTC,1
CYVO->CYTR,1
CYWG->CYOW,1
CYWG->KBLI,1
CYWG->LPPD,1
SBBH->SBCF,1
SBGR->SADP,1
SBGR->SBSJ,1
SBGR->SBSP,1
SBGW->SBSJ,1
RODN->RKTN,1
RODN->WSSL,1
RODN->YAMB,1
RORE->KGRF,1
RORE->ROAH,1
RORY->RJSM,1
RPLL->RKSO,1
RPLS->RJTA,1
RPLU->RPLB,1
RPMR->WIHH,1
RKSW->RKSO,1
SKBO->SKEB,1
SKBO->SKEJ,1
SKBO->SKMD,1
SKBO->SKPP,1
SKBO->SKRG,1
SKBO->SKVV,1
SVCS->SVMI,1
RPVM->RPLB,1
RPVM->RPLS,1
RPVM->WMSA,1
SADL->KFLL,1
SADP->KSGF,1
SADP->SABE,1
SADP->SACO,1
SBAF->SBBR,1
SBAQ->SBFL,1
VEDG->VEBD,1
VEDG->VEBS,1
VEPT->VIDP,1
VIDD->VIDP,1
VIDD->VOBL,1
VIDD->VOTV,1
VIDP->VIDD,1
VIJO->VAPO,1
VIND->VIDD,1
SBNT->SBGL,1
SBRP->SBBR,1
SBSP->SBGR,1
SBSP->SBKP,1
SKBO->KADW,1
SKBO->KMCF,1
SKBO->LIRF,1
VTBK->VTBD,1
VTBL->VTBD,1
VTCC->VTBD,1
VTCC->VTBU,1
VTPP->VTBD,1
WADD->WARR,1
WAHH->WAHI,1
WAHQ->WAHI,1
WAHQ->WICC,1
WAHS->WARD,1
TFFR->TFFF,1
TJIG->KSGF,1
UUDD->UUMU,1
UUEE->UMBB,1
UUEE->UUMU,1
UUMU->UUBW,1
YHOT->YWSL,1
YMAY->YWSL,1
YPAD->PHNG,1
WMKJ->RJTA,1
YAMB->PHIK,1
YAMB->WBKK,1
YAMB->YPAD,1
YAMB->YSRI,1
YBOK->YBSU,1
YBOK->YSRI,1
YBSU->YBOK,1
YBTH->YPPH,1
VTBD->KSUU,1
VTBD->VTBS,1
VTBD->VTPH,1
VTBD->VTPI,1
YPAD->YSSY,1
CYMJ->KFRG,1
CYMJ->KIAB,1
CYMJ->KSLC,1
CYOW->CYND,1
CYOW->CYWG,1
YSNW->YWSL,1
YSRI->NZWP,1
YSRI->YPDN,1
YSWS->YSBK,1
YWLM->YAMB,1
YWLM->YPAD,1
YWSL->YBNS,1
YWSL->YLTV,1
CYMJ->CYQB,1
WAHS->WIHH,1
CYPG->CYYC,1
CYPW->CYQQ,1
CYPW->KFRG,1
CYQG->KENW,1
CYQQ->CYMJ,1
CYQQ->KFRG,1
CYRO->CYOW,1
CYTR->EBBR,1
CYTR->KFRG,1
YSNW->YBBN,1
YSNW->YBNA,1
YSNW->YPDN,1
YSNW->YPJT,1
YSNW->YPKG,1
YSNW->YSBK,1
YPAD->YPDN,1
