feature,category,auc,separation,q99_abs_ratio,n_pos,n_neg,pos_nonnull_frac,neg_nonnull_frac
roll_error,aileron_fault,0.19581095270064847,0.8041890472993516,1.9235257177712368,3923,10026,1.0,0.6227329192546583
roll_error,aileron_rudder_fault,0.1824441100441756,0.8175558899558244,0.9796233929147039,482,10026,1.0,0.6227329192546583
roll_error,elevator_fault,0.17598911077643625,0.8240108892235638,0.9973389282119005,844,10026,1.0,0.6227329192546583
roll_error,engine_fault,0.1829047388721143,0.8170952611278857,1.1619964669650131,11264,10026,0.7037360989628889,0.6227329192546583
roll_error,rudder_fault,0.20588309007408115,0.7941169099259189,1.5697308125900429,979,10026,1.0,0.6227329192546583
pitch_error,aileron_fault,0.4188030315673259,0.5811969684326741,0.3298703709865157,3923,10026,1.0,0.6227329192546583
pitch_error,aileron_rudder_fault,0.41774994971580115,0.5822500502841989,0.28811996682854785,482,10026,1.0,0.6227329192546583
pitch_error,elevator_fault,0.44066540738156623,0.5593345926184338,0.9535510126255078,844,10026,1.0,0.6227329192546583
pitch_error,engine_fault,0.4016294052367254,0.5983705947632746,0.4059469572322547,11264,10026,0.7037360989628889,0.6227329192546583
pitch_error,rudder_fault,0.447003164601454,0.5529968353985459,0.3690499412646504,979,10026,1.0,0.6227329192546583
airspeed_error,aileron_fault,0.05710659475851601,0.942893405241484,1.0,3923,10027,1.0,0.6227950310559006
airspeed_error,aileron_rudder_fault,0.053407252699868034,0.946592747300132,1.0,482,10027,1.0,0.6227950310559006
airspeed_error,elevator_fault,0.0533466039796814,0.9466533960203186,1.0,844,10027,1.0,0.6227950310559006
airspeed_error,engine_fault,0.5175959081290176,0.5175959081290176,1.0,11264,10027,0.7037360989628889,0.6227950310559006
airspeed_error,rudder_fault,0.20248240883424765,0.7975175911657524,1.0,979,10027,1.0,0.6227950310559006
yaw_error,aileron_fault,0.23508124352086054,0.7649187564791394,0.9607189406465942,3923,10026,1.0,0.6227329192546583
yaw_error,aileron_rudder_fault,0.22639332755582373,0.7736066724441762,0.40027873995052743,482,10026,1.0,0.6227329192546583
yaw_error,elevator_fault,0.2319890086722389,0.7680109913277611,0.43358507035857424,844,10026,1.0,0.6227329192546583
yaw_error,engine_fault,0.23816248917587002,0.76183751082413,0.9177924425791784,11264,10026,0.7037360989628889,0.6227329192546583
yaw_error,rudder_fault,0.18920775340600648,0.8107922465939935,1.0328766349375123,979,10026,1.0,0.6227329192546583
velocity_error,aileron_fault,0.5939665426926193,0.5939665426926193,0.31140549917222715,3923,10027,1.0,0.6227950310559006
velocity_error,aileron_rudder_fault,0.5578614090503359,0.5578614090503359,0.19837624776430565,482,10027,1.0,0.6227950310559006
velocity_error,elevator_fault,0.6765887317512858,0.6765887317512858,0.3577753827422172,844,10027,1.0,0.6227950310559006
velocity_error,engine_fault,0.4893879210789958,0.5106120789210042,0.45985207790457294,11264,10027,0.7037360989628889,0.6227950310559006
velocity_error,rudder_fault,0.8096647733448595,0.8096647733448595,0.3231166317423065,979,10027,1.0,0.6227950310559006
abs_roll_error,aileron_fault,0.2655843214473874,0.7344156785526126,1.9235257177712368,3923,10026,1.0,0.6227329192546583
abs_roll_error,aileron_rudder_fault,0.2070577080503554,0.7929422919496446,0.9796233929147039,482,10026,1.0,0.6227329192546583
abs_roll_error,elevator_fault,0.20680673377181413,0.7931932662281859,0.9973389282119005,844,10026,1.0,0.6227329192546583
abs_roll_error,engine_fault,0.2242968087659585,0.7757031912340415,1.1619964669650131,11264,10026,0.7037360989628889,0.6227329192546583
abs_roll_error,rudder_fault,0.25506726433642296,0.7449327356635771,1.5697308125900429,979,10026,1.0,0.6227329192546583
abs_pitch_error,aileron_fault,0.6950334941031981,0.6950334941031981,0.3298703709865157,3923,10026,1.0,0.6227329192546583
abs_pitch_error,aileron_rudder_fault,0.6894214047625551,0.6894214047625551,0.28811996682854785,482,10026,1.0,0.6227329192546583
abs_pitch_error,elevator_fault,0.7161899204249047,0.7161899204249047,0.9535510126255078,844,10026,1.0,0.6227329192546583
abs_pitch_error,engine_fault,0.7254148269895998,0.7254148269895998,0.4059469572322547,11264,10026,0.7037360989628889,0.6227329192546583
abs_pitch_error,rudder_fault,0.7120966590032413,0.7120966590032413,0.3690499412646504,979,10026,1.0,0.6227329192546583
abs_yaw_error,aileron_fault,0.11275923486012585,0.8872407651398742,0.9607189406465942,3923,10026,1.0,0.6227329192546583
abs_yaw_error,aileron_rudder_fault,0.06383941172039834,0.9361605882796017,0.40027873995052743,482,10026,1.0,0.6227329192546583
abs_yaw_error,elevator_fault,0.06159813867829898,0.938401861321701,0.43358507035857424,844,10026,1.0,0.6227329192546583
abs_yaw_error,engine_fault,0.10265614976345593,0.8973438502365441,0.9177924425791784,11264,10026,0.7037360989628889,0.6227329192546583
abs_yaw_error,rudder_fault,0.3071371940615279,0.692862805938472,1.0328766349375123,979,10026,1.0,0.6227329192546583
abs_airspeed_error,aileron_fault,0.942893405241484,0.942893405241484,1.0,3923,10027,1.0,0.6227950310559006
abs_airspeed_error,aileron_rudder_fault,0.946592747300132,0.946592747300132,1.0,482,10027,1.0,0.6227950310559006
abs_airspeed_error,elevator_fault,0.9466533960203186,0.9466533960203186,1.0,844,10027,1.0,0.6227950310559006
abs_airspeed_error,engine_fault,0.47147907946130674,0.5285209205386933,1.0,11264,10027,0.7037360989628889,0.6227950310559006
abs_airspeed_error,rudder_fault,0.7975175911657524,0.7975175911657524,1.0,979,10027,1.0,0.6227950310559006
alt_error,aileron_fault,0.4194000518356581,0.5805999481643419,0.6345884428810645,3923,10026,1.0,0.6227329192546583
alt_error,aileron_rudder_fault,0.37930705890824934,0.6206929410917507,0.12986552851555608,482,10026,1.0,0.6227329192546583
alt_error,elevator_fault,0.3006218783768836,0.6993781216231164,0.5207966589068324,844,10026,1.0,0.6227329192546583
alt_error,engine_fault,0.41501479587022605,0.584985204129774,1.5774469989839455,11264,10026,0.7037360989628889,0.6227329192546583
