policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,2795,0.662165363657901,2795,1426,3,88,1.4630181522622596,0.7330219187926696,32.05832834740987
advisory,4221,2977,0.7052831082681829,2977,1244,21,70,10.241127065835817,5.303629177146963,32.90987769413794
