epoch,train_loss,validation_loss
1,10.091959146352915,3.453430652618408
2,7.337734491397173,3.3332676887512207
3,6.482305123255803,3.323960065841675
4,5.364681402842204,3.0390710830688477
5,4.639052861776108,2.803818702697754
6,4.1341059391315165,2.514690637588501
7,3.7210452189812293,2.3646669387817383
8,3.368288828776433,2.182705879211426
9,3.10796726666964,1.9580497741699219
10,3.050610004327236,1.806887149810791
11,2.830861042707394,1.684260606765747
12,2.7278331426473765,1.5908560752868652
13,2.587764464891874,1.5448627471923828
14,2.4473819121336327,1.5317343473434448
15,2.294438728919396,1.5000427961349487
16,2.312536120414734,1.5039615631103516
17,2.2067151894936194,1.420322299003601
18,2.1497179514322524,1.4219238758087158
19,2.115887082540072,1.3753207921981812
20,2.0088535516689987,1.3185697793960571
21,1.9788682552484365,1.3287129402160645
22,1.9096468534225073,1.2336466312408447
23,1.8981070824158497,1.1819103956222534
24,1.8231526918900318,1.204120397567749
25,1.852486897737552,1.2325490713119507
