policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,69,43,0.6231884057971014,43,26,1,88,0.671892497200448,1.0504814706740588,25.263157894736842
advisory,69,54,0.782608695652174,54,15,16,73,10.750279955207168,9.45433323606653,28.872180451127818
