policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,1985,0.4702677090736792,1985,2236,16,74,8.937160589604344,0.6937961853254879,29.09231962761831
advisory,4221,2545,0.6029376924899313,2545,1676,17,73,9.495733126454617,2.1030696867678853,36.074476338246704
