policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,1787,0.42335939350864726,1787,2434,28,63,13.65483608778109,1.8972332015810274,7.688884933701166
advisory,4221,1725,0.40867093105899077,1725,2496,28,63,13.65483608778109,12.655407833273443,12.814808222835277
