policy,domain,fault_family,flights,detected,recall
advisory,HIL,Load,237,155,0.6540084388185654
advisory,HIL,Motor,744,611,0.821236559139785
advisory,HIL,Propeller,387,362,0.9354005167958657
advisory,HIL,Sensor,552,321,0.5815217391304348
advisory,HIL,Voltage,30,10,0.3333333333333333
advisory,Real,Motor,196,52,0.2653061224489796
advisory,Real,Sensor,158,59,0.37341772151898733
advisory,SIL,Load,237,140,0.5907172995780591
advisory,SIL,Motor,744,582,0.782258064516129
advisory,SIL,Propeller,354,306,0.864406779661017
advisory,SIL,Sensor,552,255,0.46195652173913043
advisory,SIL,Voltage,30,9,0.3
critical,HIL,Load,237,118,0.4978902953586498
critical,HIL,Motor,744,516,0.6935483870967742
critical,HIL,Propeller,387,335,0.8656330749354005
critical,HIL,Sensor,552,261,0.47282608695652173
critical,HIL,Voltage,30,7,0.23333333333333334
critical,Real,Motor,196,51,0.2602040816326531
critical,Real,Sensor,158,57,0.36075949367088606
critical,SIL,Load,237,136,0.5738396624472574
critical,SIL,Motor,744,561,0.7540322580645161
critical,SIL,Propeller,354,301,0.8502824858757062
critical,SIL,Sensor,552,244,0.4420289855072464
critical,SIL,Voltage,30,9,0.3
