epoch,train_loss,validation_loss,is_best,epochs_without_improvement
0,,5.837534427642822,True,0
1,3.0291976928710938,5.790218830108643,True,0
2,2.962129831314087,5.940974235534668,False,1
3,2.9555087089538574,5.9883832931518555,False,2
4,2.939936399459839,5.926421642303467,False,3
5,2.9379870891571045,5.855003356933594,False,4
6,2.933103561401367,5.834784507751465,False,5
7,2.930734634399414,5.8714189529418945,False,6
8,2.9273715019226074,5.921413421630859,False,7
9,2.9214954376220703,5.951922416687012,False,8
10,2.921236515045166,5.9442925453186035,False,9
11,2.9188454151153564,5.9161553382873535,False,10
12,2.9145636558532715,5.8970770835876465,False,11
13,2.9135146141052246,5.892233848571777,False,12
