epoch,train_loss,validation_loss
1,10.020749238821177,6.912869453430176
2,7.041498905573135,5.635327339172363
3,5.727387085939065,5.166011810302734
4,5.206239443558913,4.929628372192383
5,4.724057637728178,4.224492073059082
6,4.13693766716199,3.3791449069976807
7,3.60995470560514,3.087113857269287
8,3.3301708148075986,2.9013004302978516
9,3.0890383353600135,2.742189884185791
10,3.055387857632759,2.6598963737487793
11,2.877536645302406,2.602893114089966
12,2.8311662673950195,2.5100791454315186
13,2.7277050629640236,2.4502058029174805
14,2.6605984492179675,2.35638165473938
15,2.476745232557639,2.3073654174804688
16,2.4727792739868164,2.1978001594543457
17,2.34743599096934,2.1176226139068604
18,2.2976583731480136,2.0668601989746094
19,2.2470530607761483,2.016998052597046
20,2.1178030967712402,1.943772792816162
21,2.0814496278762817,1.9316775798797607
22,2.007505636948806,1.8515963554382324
23,1.9294418279941266,1.8086481094360352
24,1.8438112460649931,1.7751983404159546
25,1.8605674291268373,1.7329769134521484
