policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,2596,0.6150201374081972,2596,1625,2,89,1.4630181522622596,3.643550125763564,6.407404111417638
advisory,4221,2862,0.6780383795309168,2862,1359,11,80,5.364399891628286,3.9885016169601144,7.368514728130284
