epoch,train_loss,validation_loss
1,0.6567314176332383,0.9320518842765263
2,0.38042555891332175,0.8987084201404026
3,0.335462463789043,0.8324166366032192
4,0.30299686782416846,0.9060955664941243
5,0.28103831807772317,0.8044972462313515
6,0.26028774859649795,1.141568707568305
7,0.24496240207836742,1.111603787967137
8,0.25374524203084764,0.9413372789110456
9,0.22368493935181982,0.9518043313707624
10,0.2086959235370159,1.0213700320039476
11,0.1973975242603393,0.997022100857326
12,0.18708745950744265,1.071359715291432
