split,seed,architecture,score_source,decision,budget,n_events,detected_events,event_onset_recall,false_alarm_events,normal_hours,false_alarms_per_hour,avg_detection_time_s,max_detection_time_s
split_02,2,dense_ae,dense_ae_relerr,threshold,advisory,393,108,0.2748091603053435,1035,34.3213765025,30.156133158721346,4.341870962962963,52.96678800000001
split_02,2,dense_ae,dense_ae_relerr,k_of_n,advisory,393,92,0.2340966921119593,889,34.3213765025,25.90222451990655,5.605356010869561,32.057963
split_02,2,dense_ae,dense_ae_relerr,cusum,advisory,393,104,0.26463104325699743,458,34.3213765025,13.344453127240945,12.713970826923076,58.968384000000015
split_02,2,dense_ae,dense_ae_rankpct,threshold,critical,393,95,0.24173027989821882,110,34.3213765025,3.204999659381013,4.902276947368421,30.054137999999995
split_02,2,dense_ae,dense_ae_rankpct,k_of_n,critical,393,90,0.22900763358778625,106,34.3213765025,3.0884542172217033,5.721248499999999,32.057963
split_02,2,dense_ae,dense_ae_rankpct,cusum,critical,393,43,0.10941475826972011,59,34.3213765025,1.719045271849816,25.814622255813944,78.14008299999999
split_02,2,dense_ae,dense_ae_rankpct,threshold,advisory,393,101,0.25699745547073793,491,34.3213765025,14.305953025055247,4.811164970297029,61.01619200000002
split_02,2,dense_ae,dense_ae_rankpct,k_of_n,advisory,393,86,0.21882951653944022,637,34.3213765025,18.559861663870045,5.446486779069763,38.040696999999966
split_02,2,dense_ae,dense_ae_rankpct,cusum,advisory,393,107,0.272264631043257,442,34.3213765025,12.878271358603707,14.07198898130841,87.00948799999998
split_03,3,dense_ae,dense_ae_relerr,threshold,critical,393,87,0.22137404580152673,192,34.67820707944444,5.536618417444317,9.525486011494257,61.07983399999999
split_03,3,dense_ae,dense_ae_relerr,k_of_n,critical,393,53,0.13486005089058525,136,34.67820707944444,3.921771379023058,12.464992075471699,64.11353100000001
split_03,3,dense_ae,dense_ae_relerr,cusum,critical,393,30,0.07633587786259542,57,34.67820707944444,1.6436835926787816,24.017007466666662,78.92299999999999
split_03,3,dense_ae,dense_ae_relerr,threshold,advisory,393,88,0.22391857506361323,369,34.67820707944444,10.640688521025798,4.614255704545456,30.054137999999995
split_03,3,dense_ae,dense_ae_relerr,k_of_n,advisory,393,72,0.183206106870229,191,34.67820707944444,5.5077818631867945,6.203801722222219,32.057963
split_03,3,dense_ae,dense_ae_relerr,cusum,advisory,393,79,0.2010178117048346,344,34.67820707944444,9.919774664587734,15.157050848101266,73.130816
split_03,3,dense_ae,dense_ae_rankpct,threshold,critical,393,106,0.2697201017811705,365,34.67820707944444,10.525342303995707,6.364332575471699,64.083507
split_03,3,dense_ae,dense_ae_rankpct,k_of_n,critical,393,72,0.183206106870229,202,34.67820707944444,5.8249839600195426,6.26417840277778,32.057963
split_03,3,dense_ae,dense_ae_rankpct,cusum,critical,393,51,0.1297709923664122,94,34.67820707944444,2.7106361002071138,23.622986019607843,67.89696400000003
split_03,3,dense_ae,dense_ae_rankpct,threshold,advisory,393,90,0.22900763358778625,798,34.67820707944444,23.011570297502942,4.961658944444444,36.00812000000002
split_03,3,dense_ae,dense_ae_rankpct,k_of_n,advisory,393,91,0.23155216284987276,765,34.67820707944444,22.0599640070047,5.842854032967027,36.947213000000005
split_03,3,dense_ae,dense_ae_rankpct,cusum,advisory,393,96,0.24427480916030533,334,34.67820707944444,9.63140912201251,12.527485218750002,59.93168700000001
split_04,4,dense_ae,dense_ae_relerr,threshold,critical,393,86,0.21882951653944022,640,33.43955370305555,19.13901141394479,5.7106112209302315,80.13358900000003
split_04,4,dense_ae,dense_ae_relerr,k_of_n,critical,393,49,0.12468193384223919,470,33.43955370305555,14.055211507115706,10.04086595918367,72.11839600000002
split_04,4,dense_ae,dense_ae_relerr,cusum,critical,393,49,0.12468193384223919,227,33.43955370305555,6.788368110883543,25.26207210204081,97.17552199999999
split_04,4,dense_ae,dense_ae_relerr,threshold,advisory,393,85,0.21628498727735368,585,33.43955370305555,17.49425262055891,6.829220070588235,65.10561899999999
split_04,4,dense_ae,dense_ae_relerr,k_of_n,advisory,393,55,0.13994910941475827,452,33.43955370305555,13.516926811098509,9.508927727272722,67.10841199999999
split_04,4,dense_ae,dense_ae_relerr,cusum,advisory,393,89,0.22646310432569974,676,33.43955370305555,20.215580805979187,14.731211123595504,76.02696300000002
split_04,4,dense_ae,dense_ae_rankpct,threshold,critical,393,99,0.25190839694656486,461,33.43955370305555,13.786069159107107,7.6877018282828296,83.99019300000002
split_04,4,dense_ae,dense_ae_rankpct,k_of_n,critical,393,83,0.21119592875318066,667,33.43955370305555,19.946438457970586,9.35540571084337,67.10841199999999
split_04,4,dense_ae,dense_ae_rankpct,cusum,critical,393,60,0.15267175572519084,297,33.43955370305555,8.881697484283755,22.343036033333338,83.03116399999999
split_04,4,dense_ae,dense_ae_rankpct,threshold,advisory,393,122,0.3104325699745547,1285,33.43955370305555,38.427546354561024,8.476053590163934,210.960291
split_04,4,dense_ae,dense_ae_rankpct,k_of_n,advisory,393,85,0.21628498727735368,884,33.43955370305555,26.435759515511243,8.133125517647054,67.10841199999999
split_04,4,dense_ae,dense_ae_rankpct,cusum,advisory,393,125,0.31806615776081426,892,33.43955370305555,26.67499715818555,10.882963472,40.02355
