policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,2520,0.5970149253731343,2520,1701,2,89,1.3196480938416424,10.905521829219529,42.68016517916611
advisory,4221,2725,0.6455816157308695,2725,1496,7,84,4.618768328445748,14.853320731396998,46.756360729985346
