policy,recall_mean,recall_std,fa_mean,fa_std,wind_fa_mean
advisory,0.6989339019189765,0.05856569171332856,6.533618307313958,2.2884426951973476,31.537380511764457
critical,0.6044539208718314,0.05551717691227783,2.314647425106419,0.6344011812731094,28.461784635934823
