score_source,budget,old_mean_fa_per_hour,old_shift_ratio,new_mean_fa_per_hour,new_shift_ratio
existing_fusion,advisory,23.626550164087583,1.9688791803406318,9.861980506588244,0.8218317088823537
existing_fusion,critical,12.868154589884123,6.434077294942061,1.5963451734276886,0.7981725867138443
itki_komutu,advisory,47.753631173955334,3.9794692644962777,35.66983640893194,2.9724863674109954
itki_komutu,critical,20.534989939039114,10.267494969519557,9.381379916094161,4.690689958047081
